tau_Male	tau_Female	tau_Male_threshold	tau_Female_threshold
FBgn0038742	0.684864270417318	0.512298272933182	low	low
FBgn0038744	0.82516290726817	0.78762830902215	low	low
FBgn0038745	0.778251310016175	0.649251188234239	low	low
FBgn0038746	0.740764331210191	0.802201302378256	low	low
FBgn0038747	0.524339207048458	0.374907270029674	low	low
FBgn0038749	0.98370916323009	0.984261198535794	high	high
FBgn0038750	0.922732676036641	0.993913148081318	high	high
FBgn0038751	0.88	0.892592592592593	high	high
FBgn0038752	0.93617546442645	0.943274616993993	high	high
FBgn0038753	0.992444626597053	0.993015360828208	high	high
FBgn0038755	0.503328290468986	0.5502829218107	low	low
FBgn0038756	0.9359556248454	0.941257403164301	high	high
FBgn0038760	0.403741496598639	0.42964824120603	low	low
FBgn0038761	0.773522720643995	0.773985212011468	low	low
FBgn0038762	0.997101481988167	0.976727272727273	high	high
FBgn0038763	0.589316239316239	0.461351441985245	low	low
FBgn0038765	0.683894696089818	0.484259259259259	low	low
FBgn0038766	0.531708945260347	0.71010101010101	low	low
FBgn0038767	0.882935071204441	0.693048576214405	high	low
FBgn0038768	0.387196377109922	0.612636815920398	low	low
FBgn0038769	0.352534562211982	0.40893470790378	low	low
FBgn0038771	0.781341420453675	0.448359486447931	low	low
FBgn0038772	0.574346405228758	0.789815199335548	low	low
FBgn0038773	0.995100689282335	0.844444444444444	high	high
FBgn0038774	0.878508201903825	0.9117185862228	high	high
FBgn0038775	0.989634376177912	0.899352750809062	high	high
FBgn0038783	0.741071428571429	0.944983818770227	low	high
FBgn0038784	0.956445993031359	0.742857142857143	high	low
FBgn0038787	0.56113426803082	0.610870488322718	low	low
FBgn0038788	0.858417997097242	0.573099571734475	high	low
FBgn0038789	0.925490196078431	0.955357142857143	high	high
FBgn0038790	0.979280213235207	0.961817153177461	high	high
FBgn0038795	0.840902410346855	0.692671647100676	low	low
FBgn0038796	0.98786160779183	0.856707317073171	high	high
FBgn0038797	0.989985336447075	0.9859375	high	high
FBgn0038798	0.976218323586745	0.984939759036145	high	high
FBgn0038799	0.859644424607602	0.809459459459459	high	high
FBgn0038803	0.885787428571429	0.893205768164171	high	high
FBgn0038804	0.929745313849968	0.932189729347057	high	high
FBgn0038805	0.495529775715391	0.61010619150468	low	low
FBgn0038806	0.621067560598247	0.491273018414732	low	low
FBgn0038808	0.6791487886274	0.546663672865596	low	low
FBgn0038809	0.344586953169177	0.343306161415877	low	low
FBgn0038810	0.735130987613724	0.569973453370268	low	low
FBgn0038811	0.412875536480687	0.501800411522634	low	low
FBgn0038814	0.621759023894255	0.544278606965174	low	low
FBgn0038815	0.901598062953995	0.897580015612803	high	high
FBgn0038816	0.671858602595968	0.664461678832117	low	low
FBgn0038818	0.736113558492413	0.829104654844839	low	high
FBgn0038819	0.908783068783069	0.918343653250774	high	high
FBgn0038820	0.890478165901895	0.893141834033941	high	high
FBgn0038821	0.968500443655723	0.714102564102564	high	low
FBgn0038826	0.890615568474144	0.633595786272806	high	low
FBgn0038827	0.660416666666667	0.853409090909091	low	high
FBgn0038828	0.818093385214008	0.769942950285249	low	low
FBgn0038829	0.852025958898411	0.626594896331738	low	low
FBgn0038830	0.723366555924695	0.79448258644364	low	low
FBgn0038832	0.925138261775628	0.733661471151217	high	low
FBgn0038833	0.938988095238095	0.842105263157895	high	high
FBgn0038834	0.390241469519884	0.483020030077113	low	low
FBgn0038837	0.911960613958876	0.924314142194745	high	high
FBgn0038838	0.844019138755981	0.808823529411765	low	high
FBgn0038839	0.924806114420591	0.927619485294118	high	high
FBgn0038840	0.807359307359307	0.828484848484848	low	high
FBgn0038842	0.949665751296774	0.935548192771084	high	high
FBgn0038845	0.985478902500179	0.9828125	high	high
FBgn0038846	0.995740467756485	0.996556450710529	high	high
FBgn0038847	0.709183673469388	0.748888888888889	low	low
FBgn0038849	0.875847260309412	0.85183199285076	high	high
FBgn0038850	0.955161290322581	0.960338865836791	high	high
FBgn0038851	0.970027247956403	0.8125	high	high
FBgn0038852	0.920689655172414	0.745833333333333	high	low
FBgn0038853	0.813916947250281	0.785941475826972	low	low
FBgn0038854	0.436455525606469	0.447434517402225	low	low
FBgn0038855	0.614016952656605	0.555464704279095	low	low
FBgn0038857	0.375238095238095	0.364442186088528	low	low
FBgn0038858	0.744284958827529	0.686206060606061	low	low
FBgn0038859	0.963762102351314	0.79375	high	low
FBgn0038860	0.585585585585586	0.611858974358974	low	low
FBgn0038861	0.424749772520473	0.466666666666667	low	low
FBgn0038862	0.919829787234043	0.888365067740754	high	high
FBgn0038865	0.864115351993215	0.608864242828552	high	low
FBgn0038866	0.557697642163662	0.593608815426997	low	low
FBgn0038868	0.681994476112123	0.341810966810967	low	low
FBgn0038869	0.555698371893745	0.58407960199005	low	low
FBgn0038870	0.444932079414838	0.638164136622391	low	low
FBgn0038871	0.332237979937738	0.427328431372549	low	low
FBgn0038872	0.473295809881176	0.515691114245416	low	low
FBgn0038873	0.880952380952381	0.992526158445441	high	high
FBgn0038874	0.659259259259259	0.459821428571429	low	low
FBgn0038876	0.766602901323131	0.590833333333333	low	low
FBgn0038877	0.712562666691107	0.616213442791175	low	low
FBgn0038878	0.640379333678303	0.626581378820185	low	low
FBgn0038879	0.785714285714286	0.897619047619048	low	high
FBgn0038880	0.893389592123769	0.928779069767442	high	high
FBgn0038881	0.708097664781318	0.722937365010799	low	low
FBgn0038886	0.981089743589744	0.9625	high	high
FBgn0038887	0.994368096817701	0.973333333333333	high	high
FBgn0038888	0.966825396825397	0.97265625	high	high
FBgn0038889	0.860931005818786	0.496498302207131	high	low
FBgn0038890	0.721923568235044	0.791090425531915	low	low
FBgn0038892	0.9966803378543	0.910666666666667	high	high
FBgn0038893	0.554039327173655	0.352727900552486	low	low
FBgn0038894	0.90458811261731	0.833744855967078	high	high
FBgn0038897	0.785145511422884	0.883667433453828	low	high
FBgn0038901	0.968134171907757	0.969990079365079	high	high
FBgn0038902	0.772911051212938	0.786254295532646	low	low
FBgn0038903	0.565775401069519	0.771306818181818	low	low
FBgn0038909	0.996531881423762	0.684656084656085	high	low
FBgn0038912	0.943688989682589	0.931726528040328	high	high
FBgn0038914	0.816598192276089	0.907039023450273	low	high
FBgn0038915	0.996740921137454	0.927586206896552	high	high
FBgn0038916	0.881937862032649	0.923765687899597	high	high
FBgn0038917	0.843037974683544	0.879869600651997	low	high
FBgn0038918	0.996306516388133	0.975	high	high
FBgn0038919	0.995551214747894	0.805582061068702	high	high
FBgn0038921	0.99569747613586	0.777777777777778	high	low
FBgn0038922	0.612194756554307	0.590779366830759	low	low
FBgn0038923	0.490849901174282	0.644288823364224	low	low
FBgn0038924	0.762003446188236	0.71473003839238	low	low
FBgn0038925	0.741790149892934	0.439627000225377	low	low
FBgn0038926	0.845897683397683	0.858522077327843	low	high
FBgn0038927	0.52711157455683	0.349367930805057	low	low
FBgn0038928	0.369062286105407	0.449046184738956	low	low
FBgn0038929	0.892541087231353	0.903439649781113	high	high
FBgn0038930	0.888140713810231	0.835444082030518	high	high
FBgn0038931	0.885714285714286	0.92	high	high
FBgn0038934	0.988483736269582	0.811491935483871	high	high
FBgn0038938	0.987206711036744	0.991005722378519	high	high
FBgn0038941	0.978021978021978	0.8	high	low
FBgn0038942	NA	0.933333333333333	NA	high
FBgn0038943	0.976906552094522	0.968929110105581	high	high
FBgn0038944	0.998103266596417	0.923333333333333	high	high
FBgn0038945	0.890756302521008	0.925	high	high
FBgn0038946	0.97447857137067	0.98086738651525	high	high
FBgn0038947	0.649948103257776	0.524884092610724	low	low
FBgn0038948	0.498982894128525	0.552454075774971	low	low
FBgn0038950	0.752578906851424	0.621825197114578	low	low
FBgn0038951	0.621354055780285	0.488933601609658	low	low
FBgn0038952	0.993713503394708	0.707407407407407	high	low
FBgn0038953	0.732096232748974	0.500547945205479	low	low
FBgn0038956	0.865693430656934	0.940961800818554	high	high
FBgn0038957	0.85969585969586	0.920423067237472	high	high
FBgn0038958	0.825034340659341	0.916017316017316	low	high
FBgn0038959	0.946640316205534	0.812131147540984	high	high
FBgn0038960	0.993939064987697	0.723809523809524	high	low
FBgn0038961	0.391103728313031	0.450811209439528	low	low
FBgn0038964	0.766733961417676	0.762406096503901	low	low
FBgn0038965	0.675861195542047	0.519849785407725	low	low
FBgn0038966	0.779144574054436	0.765023535564854	low	low
FBgn0038967	0.969733656174334	0.758333333333333	high	low
FBgn0038968	0.644170771756979	0.76359798668615	low	low
FBgn0038972	0.71684084261724	0.795434806814386	low	low
FBgn0038973	0.984099092246057	0.988962074019787	high	high
FBgn0038974	0.565219333512016	0.470486951842884	low	low
FBgn0038975	0.869916994320664	0.867792024903647	high	high
FBgn0038976	0.792788038698329	0.360429957469431	low	low
FBgn0038977	0.814951421374595	0.858870472682627	low	high
FBgn0038978	0.990092006691396	0.984049479166667	high	high
FBgn0038979	0.990984391177792	0.981927710843373	high	high
FBgn0038980	0.911780728634661	0.925898605150215	high	high
FBgn0038981	0.706218112244898	0.766191950464396	low	low
FBgn0038983	0.810581188997338	0.874491634491635	low	high
FBgn0038984	0.673751491278934	0.669672568594211	low	low
FBgn0038986	0.921769662921348	0.923928571428571	high	high
FBgn0038989	0.751190476190476	0.798650884561537	low	low
FBgn0038993	0.99258952753536	0.693438320209974	high	low
FBgn0039002	0.994171882219515	0.784848484848485	high	low
FBgn0039003	0.800624082232012	0.415834845735027	low	low
FBgn0039004	0.800706713780919	0.719134221311475	low	low
FBgn0039006	0.893711055437785	0.898404550499445	high	high
FBgn0039007	0.930578231292517	0.970553551609323	high	high
FBgn0039008	0.884499566171592	0.874168912848158	high	high
FBgn0039009	0.921373200442968	0.727272727272727	high	low
FBgn0039010	0.996095021151969	0.830555555555556	high	high
FBgn0039013	0.563118811881188	0.62890756302521	low	low
FBgn0039015	0.944766685257483	0.965549242424242	high	high
FBgn0039016	0.31786941580756	0.625177053824363	low	low
FBgn0039017	0.954103160251442	0.829290921139828	high	high
FBgn0039019	0.617709099828305	0.471881808278867	low	low
FBgn0039020	0.608449477351916	0.284736481861739	low	low
FBgn0039022	0.709481600859522	0.740352852852853	low	low
FBgn0039023	0.622523394643433	0.642640063424947	low	low
FBgn0039024	0.720409528219375	0.746138666926525	low	low
FBgn0039025	0.532831208960989	0.393769349845201	low	low
FBgn0039026	0.534106670029	0.579646274282401	low	low
FBgn0039027	0.785714285714286	0.826666666666667	low	high
FBgn0039028	0.984235491071429	0.975	high	high
FBgn0039029	0.997189285145315	0.956521739130435	high	high
FBgn0039030	0.963478809064518	0.950629646487635	high	high
FBgn0039031	0.899735637626263	0.780206286836935	high	low
FBgn0039033	0.968279569892473	0.967076436222006	high	high
FBgn0039034	0.918222222222222	0.927398160315374	high	high
FBgn0039038	0.881563304933624	0.948596657205929	high	high
FBgn0039039	0.958260869565217	0.9	high	high
FBgn0039040	0.911357487666437	0.929741952646981	high	high
FBgn0039041	0.998683435353622	0.973700305810398	high	high
FBgn0039042	0.79243170622481	0.729773462783172	low	low
FBgn0039043	0.762660335603635	0.770253084064606	low	low
FBgn0039044	0.559568285595683	0.556839923469388	low	low
FBgn0039045	0.827759779844637	0.894107024047144	low	high
FBgn0039048	0.799649191190801	0.768397291196388	low	low
FBgn0039049	0.99594124809044	0.996891522474426	high	high
FBgn0039050	0.990192383464958	0.995992671422446	high	high
FBgn0039051	0.9602882450576	0.954599472814189	high	high
FBgn0039052	0.99526117763623	0.997001327089823	high	high
FBgn0039053	0.810024009603842	0.914725274725275	low	high
FBgn0039054	0.825850340136055	0.869714569627193	low	high
FBgn0039055	0.753399277751609	0.557009167303285	low	low
FBgn0039056	0.429240756421112	0.438920454545455	low	low
FBgn0039058	0.963358270989194	0.773148148148148	high	low
FBgn0039059	0.98365522745411	0.764539007092199	high	low
FBgn0039064	0.916876399824517	0.924474013419766	high	high
FBgn0039065	0.930061129090255	0.761702127659574	high	low
FBgn0039066	0.534475806451613	0.548744541484716	low	low
FBgn0039067	0.373471145564169	0.428057553956835	low	low
FBgn0039068	0.910175353067536	0.914579082045801	high	high
FBgn0039069	0.568846815834768	0.620091324200913	low	low
FBgn0039070	0.997349372583951	0.922222222222222	high	high
FBgn0039071	0.989848725045006	0.923844537815126	high	high
FBgn0039073	0.794253185145026	0.682651657285804	low	low
FBgn0039075	0.743046178773967	0.729905063291139	low	low
FBgn0039077	0.996227715410145	0.996875	high	high
FBgn0039078	0.65952380952381	0.690909090909091	low	low
FBgn0039079	1	0.9375	high	high
FBgn0039080	0.961904761904762	0.979166666666667	high	high
FBgn0039081	0.948502448171684	0.952255174729571	high	high
FBgn0039083	0.992887641820178	0.878401997503121	high	high
FBgn0039084	0.968181435309973	0.762676641729011	high	low
FBgn0039085	0.932780255107332	0.918281535648995	high	high
FBgn0039086	0.982831089264088	0.978485096328608	high	high
FBgn0039087	0.959074475777296	0.965375	high	high
FBgn0039088	0.997535636780068	0.989565217391304	high	high
FBgn0039089	0.904447380008807	0.910816618911175	high	high
FBgn0039091	0.995265372924947	0.997244872745243	high	high
FBgn0039092	0.99546317788563	0.995489781536293	high	high
FBgn0039093	0.904761904761905	0.976923076923077	high	high
FBgn0039094	0.872929682586272	0.672116369596394	high	low
FBgn0039098	0.881197640117994	0.884075745682888	high	high
FBgn0039099	0.764553402750318	0.601763339814215	low	low
FBgn0039101	0.677197802197802	0.545098039215686	low	low
FBgn0039102	0.717339771729587	0.732280534351145	low	low
FBgn0039104	0.996792530042586	0.97148253068933	high	high
FBgn0039106	0.882769901853871	0.924014336917563	high	high
FBgn0039107	0.959481602860122	0.937719298245614	high	high
FBgn0039108	0.646825396825397	0.869019607843137	low	high
FBgn0039109	0.889565944713761	0.608276005836981	high	low
FBgn0039110	0.818184523809524	0.553819444444444	low	low
FBgn0039111	0.49777117384844	0.370286439448876	low	low
FBgn0039112	0.607402739643816	0.535186240973014	low	low
FBgn0039113	0.629469958250136	0.6005148005148	low	low
FBgn0039114	0.823106858385987	0.655694648583645	low	low
FBgn0039115	0.761544379067301	0.566569484936832	low	low
FBgn0039116	0.266756939742722	0.409424603174603	low	low
FBgn0039117	0.267962308598351	0.331279342723005	low	low
FBgn0039118	0.7385036984226	0.792158126544205	low	low
FBgn0039120	0.691364574123195	0.661291893998441	low	low
FBgn0039124	0.988797156289416	0.84375	high	high
FBgn0039125	0.757722592368262	0.638882978723404	low	low
FBgn0039126	0.596039517398147	0.515456238361266	low	low
FBgn0039128	0.973250085920495	0.908900523560209	high	high
FBgn0039129	0.987648643321727	0.769886363636364	high	low
FBgn0039130	0.747633815296629	0.774564381081693	low	low
FBgn0039131	0.941790269570696	0.950233902446292	high	high
FBgn0039132	0.481553489245797	0.379386974944731	low	low
FBgn0039135	0.382682207202494	0.382882731598097	low	low
FBgn0039136	0.425925925925926	0.318666666666667	low	low
FBgn0039137	0.653044103547459	0.692396813902969	low	low
FBgn0039139	0.87615241140421	0.485672757475083	high	low
FBgn0039140	0.833897039608765	0.316929429429429	low	low
FBgn0039141	0.738366954851105	0.597753743760399	low	low
FBgn0039145	0.530963611859838	0.49094720792834	low	low
FBgn0039147	0.990844339350597	0.430952380952381	high	low
FBgn0039149	0.53903496882624	0.657183212267958	low	low
FBgn0039150	0.544739190395068	0.390540162328575	low	low
FBgn0039151	0.815613693292513	0.775810270226141	low	low
FBgn0039152	0.968316049382716	0.770563864187551	high	low
FBgn0039153	0.449094412331407	0.414654046997389	low	low
FBgn0039154	0.992461640519328	0.992925919965669	high	high
FBgn0039155	0.9498776309349	0.888160611065235	high	high
FBgn0039156	0.726522137733916	0.708202328966521	low	low
FBgn0039157	0.644962406015038	0.658315217391304	low	low
FBgn0039158	0.40797619047619	0.336315055762082	low	low
FBgn0039159	0.422517502500357	0.339673913043478	low	low
FBgn0039160	0.652338951015908	0.392025961984237	low	low
FBgn0039161	0.85109308400935	0.844062947067239	low	high
FBgn0039163	0.486178861788618	0.547854309412189	low	low
FBgn0039165	0.621344885300778	0.322817173178968	low	low
FBgn0039167	0.520915548539858	0.670649895178197	low	low
FBgn0039169	0.478339818417639	0.586287313432836	low	low
FBgn0039170	0.917632450331126	0.746723646723647	high	low
FBgn0039172	0.923310272199389	0.824807107785831	high	high
FBgn0039175	0.773483583750696	0.562819488817891	low	low
FBgn0039177	0.996091725686647	0.697619047619048	high	low
FBgn0039178	0.896124469589816	0.911719570309345	high	high
FBgn0039180	0.700680272108844	0.748148148148148	low	low
FBgn0039182	0.757486315337555	0.692535545023697	low	low
FBgn0039183	0.586392694063927	0.561682520808561	low	low
FBgn0039184	0.951545744923568	0.932283183736551	high	high
FBgn0039186	0.58971330835641	0.635960106756567	low	low
FBgn0039187	0.434195725534308	0.466129032258064	low	low
FBgn0039188	0.88876556912073	0.4524231678487	high	low
FBgn0039189	0.454177897574124	0.738066260987153	low	low
FBgn0039190	0.996161936745765	0.980027548209366	high	high
FBgn0039192	0.98240755823424	0.95	high	high
FBgn0039193	0.928571428571429	1	high	high
FBgn0039194	0.928571428571429	0.955555555555556	high	high
FBgn0039195	0.857142857142857	0.833333333333333	high	high
FBgn0039196	0.995274846432509	0.993381642512077	high	high
FBgn0039197	0.962337662337662	0.893333333333333	high	high
FBgn0039198	0.940766550522648	0.966666666666667	high	high
FBgn0039199	0.970551378446115	0.944444444444444	high	high
FBgn0039200	0.912889419028908	0.922129436325678	high	high
FBgn0039201	0.988530547354077	0.716666666666667	high	low
FBgn0039202	0.954459352801894	0.843400447427293	high	high
FBgn0039203	0.978512645536425	0.98080873685983	high	high
FBgn0039204	0.726636904761905	0.443253968253968	low	low
FBgn0039205	0.737207070038395	0.580838217012964	low	low
FBgn0039207	0.520965250965251	0.728549990620897	low	low
FBgn0039209	0.357127047366091	0.276785714285714	low	low
FBgn0039210	0.518339768339768	0.693817718291906	low	low
FBgn0039212	0.765712426805465	0.675772228637413	low	low
FBgn0039213	0.679372563812398	0.624334233182548	low	low
FBgn0039214	0.82262443438914	0.543235441767068	low	low
FBgn0039215	0.461611599714761	0.437822671156005	low	low
FBgn0039217	0.876623376623377	0.676190476190476	high	low
FBgn0039218	0.491050650239562	0.536342157783517	low	low
FBgn0039219	0.555086237240408	0.324939647168059	low	low
FBgn0039223	0.464682731478285	0.503944680182304	low	low
FBgn0039224	0.935897435897436	0.772222222222222	high	low
FBgn0039225	0.921014492753623	0.796370967741935	high	low
FBgn0039226	0.746098901098901	0.850805523590334	low	high
FBgn0039227	0.48463476070529	0.668655589123867	low	low
FBgn0039228	0.994069609177523	0.684397163120567	high	low
FBgn0039229	0.584737869911372	0.50832492431887	low	low
FBgn0039232	0.899980264456286	0.927615489130435	high	high
FBgn0039233	0.664193579672195	0.781349068610436	low	low
FBgn0039234	0.586929392446634	0.535948605795517	low	low
FBgn0039235	0.989898498754027	0.963607594936709	high	high
FBgn0039237	0.901142857142857	0.78125	high	low
FBgn0039238	0.645479420818607	0.644128420599009	low	low
FBgn0039239	0.886412095367319	0.871120147158486	high	high
FBgn0039240	0.551739452257587	0.566795865633075	low	low
FBgn0039241	0.712438135366506	0.702090555730644	low	low
FBgn0039244	0.743893080956644	0.781013106624159	low	low
FBgn0039246	0.997357007319057	0.966666666666667	high	high
FBgn0039249	0.78385525764558	0.481374722838137	low	low
FBgn0039250	0.921796276013144	0.853318117977528	high	high
FBgn0039251	0.98871709483032	0.865331236121392	high	high
FBgn0039252	0.306098926430877	0.350143459915612	low	low
FBgn0039254	0.513053297199639	0.532507315288954	low	low
FBgn0039255	0.962264150943396	0.947945205479452	high	high
FBgn0039257	0.928422619047619	0.706521739130435	high	low
FBgn0039258	0.798545577541011	0.656117920540997	low	low
FBgn0039259	0.505084231294582	0.379764846850895	low	low
FBgn0039260	0.452988150437919	0.35013698630137	low	low
FBgn0039261	0.371225771225771	0.381268301610542	low	low
FBgn0039264	0.971840659340659	0.883333333333333	high	high
FBgn0039265	0.779457204655474	0.472319595768198	low	low
FBgn0039266	0.39023309023309	0.471448138463454	low	low
FBgn0039269	0.635867895545315	0.666067359726574	low	low
FBgn0039270	0.523263888888889	0.597881355932203	low	low
FBgn0039271	0.491944146079485	0.683500717360115	low	low
FBgn0039272	0.608409321175279	0.648300220750552	low	low
FBgn0039273	0.48306971294669	0.624613720642769	low	low
FBgn0039274	0.461144718473709	0.635805521219613	low	low
FBgn0039277	0.821492667979864	0.858110908488064	low	high
FBgn0039280	0.55070110701107	0.428308823529412	low	low
FBgn0039282	0.898346717052433	0.913241859243697	high	high
FBgn0039283	0.871701913393756	0.882008272058824	high	high
FBgn0039286	0.901449275362319	0.898809523809524	high	high
FBgn0039288	0.880952380952381	0.955555555555556	high	high
FBgn0039290	0.654282115869018	0.64420581655481	low	low
FBgn0039291	0.66903946256173	0.486892655367232	low	low
FBgn0039293	0.559051186017478	0.58853151397011	low	low
FBgn0039294	0.866666666666667	0.821428571428571	high	high
FBgn0039296	0.823002862347125	0.452750544662309	low	low
FBgn0039297	0.648846370287001	0.797945778096262	low	low
FBgn0039298	0.935843841990925	0.907803370541554	high	high
FBgn0039299	0.988253291431894	0.898765432098765	high	high
FBgn0039300	0.460631427972976	0.353219239691332	low	low
FBgn0039301	0.611914893617021	0.796112804878049	low	low
FBgn0039302	0.472981310107059	0.689206239963294	low	low
FBgn0039303	0.664803483172511	0.668743032329989	low	low
FBgn0039304	0.792905520253131	0.841948170895965	low	high
FBgn0039305	0.718982039728375	0.739321447378319	low	low
FBgn0039306	0.537735849056604	0.356298449612403	low	low
FBgn0039307	0.997319220192647	0.997893451381468	high	high
FBgn0039308	0.985812532263168	0.992750237909854	high	high
FBgn0039309	0.898856296874746	0.93290899707552	high	high
FBgn0039310	0.812192304274416	0.911138024468347	low	high
FBgn0039311	0.993732938269282	0.991175111779307	high	high
FBgn0039312	0.996451554972683	0.995064114685099	high	high
FBgn0039313	0.995278317475354	0.993135211630001	high	high
FBgn0039315	0.938596141581633	0.938940024376918	high	high
FBgn0039316	0.910420419503557	0.935903147699758	high	high
FBgn0039319	0.936910247970156	0.919172594227782	high	high
FBgn0039321	0.791147212589822	0.828024704580343	low	high
FBgn0039323	0.941392526349409	0.764833672776646	high	low
FBgn0039324	0.986629051776199	0.990189550317397	high	high
FBgn0039325	0.990879156304688	0.98935028105535	high	high
FBgn0039326	0.923264341197472	0.933215643006007	high	high
FBgn0039328	0.900029519899096	0.788636645193261	high	low
FBgn0039329	0.59529532967033	0.567336683417085	low	low
FBgn0039331	0.985429553264605	0.643196202531646	high	low
FBgn0039332	0.950615841487756	0.955224750277469	high	high
FBgn0039335	0.352422480620155	0.355221518987342	low	low
FBgn0039336	0.354060913705584	0.33534338358459	low	low
FBgn0039337	0.549135109864423	0.480808890925756	low	low
FBgn0039338	0.500588928150766	0.485704527712724	low	low
FBgn0039339	0.48381661789483	0.495034377387319	low	low
FBgn0039341	0.738705738705739	0.607659529136039	low	low
FBgn0039342	0.99681939955541	0.996515506650386	high	high
FBgn0039343	0.993847850990708	0.905128205128205	high	high
FBgn0039344	0.925478065241845	0.886324786324786	high	high
FBgn0039346	0.889080707811826	0.876242424242424	high	high
FBgn0039347	0.977483813080486	0.820512820512821	high	high
FBgn0039348	0.875989344288603	0.922652108668538	high	high
FBgn0039349	0.643786096256684	0.743550280609323	low	low
FBgn0039350	0.51449358606165	0.68325345362278	low	low
FBgn0039354	0.88921568627451	0.901515151515152	high	high
FBgn0039355	0.851477134763254	0.813783962889331	low	high
FBgn0039356	0.685745477230193	0.687644313436502	low	low
FBgn0039357	0.458653026427963	0.36971586971587	low	low
FBgn0039358	0.734447542275289	0.68464257964258	low	low
FBgn0039359	0.63985556413436	0.496897964165196	low	low
FBgn0039360	0.883911501695961	0.478408412887828	high	low
FBgn0039366	0.996420865157379	0.964705882352941	high	high
FBgn0039367	0.996420865157379	0.964705882352941	high	high
FBgn0039368	0.99711629207592	0.956140350877193	high	high
FBgn0039369	0.996035661427867	0.916666666666667	high	high
FBgn0039370	0.995863956913738	0.941666666666667	high	high
FBgn0039371	0.995912746983738	0.937179487179487	high	high
FBgn0039373	0.99699684260189	0.959139784946237	high	high
FBgn0039374	0.997083221835697	0.967619047619048	high	high
FBgn0039376	0.995995720121912	0.901754385964912	high	high
FBgn0039378	0.996331840477714	0.878676470588235	high	high
FBgn0039379	0.974868117725261	0.730980392156863	high	low
FBgn0039380	0.898654531064503	0.915383084577114	high	high
FBgn0039381	0.447841826789195	0.418809420916163	low	low
FBgn0039385	0.61864406779661	0.65891472868217	low	low
FBgn0039386	0.929396511079679	0.970281124497992	high	high
FBgn0039387	0.864327485380117	0.799479166666667	high	low
FBgn0039395	0.996276117164851	0.98140770252324	high	high
FBgn0039396	0.758011049723757	0.853448275862069	low	high
FBgn0039398	0.997272699257311	0.979234972677596	high	high
FBgn0039402	0.422719181130396	0.584219858156028	low	low
FBgn0039403	0.92078373015873	0.848002958579882	high	high
FBgn0039404	0.759731500513875	0.61509086726478	low	low
FBgn0039405	0.456946564885496	0.635506208213945	low	low
FBgn0039406	0.59104991394148	0.527369148244473	low	low
FBgn0039407	0.646825396825397	0.839735099337748	low	high
FBgn0039408	0.992291880781089	0.884444444444444	high	high
FBgn0039411	0.945833333333333	0.933275058275058	high	high
FBgn0039413	0.986901136549024	0.55766081871345	high	low
FBgn0039415	0.886752136752137	0.819708994708995	high	high
FBgn0039417	0.56351461038961	0.594969512195122	low	low
FBgn0039419	0.763280483818241	0.91938529660741	low	high
FBgn0039420	0.853425039501812	0.911111111111111	low	high
FBgn0039421	0.985648908519765	0.919321533923304	high	high
FBgn0039424	0.878571428571429	0.84375	high	high
FBgn0039425	0.990541637357286	0.97294776119403	high	high
FBgn0039427	0.414630541871921	0.626947040498442	low	low
FBgn0039428	0.891156462585034	1	high	high
FBgn0039429	0.962337662337662	0.922666666666667	high	high
FBgn0039430	0.625253530289694	0.661379113018598	low	low
FBgn0039431	0.773938629676335	0.688699616122841	low	low
FBgn0039434	0.958974358974359	0.946022727272727	high	high
FBgn0039435	0.991591591591592	0.974264705882353	high	high
FBgn0039436	0.98	0.84375	high	high
FBgn0039437	0.986046511627907	0.950520833333333	high	high
FBgn0039438	0.908333333333333	0.989583333333333	high	high
FBgn0039439	NA	0.96875	NA	high
FBgn0039440	NA	1	NA	high
FBgn0039441	0.866666666666667	0.975506756756757	high	high
FBgn0039443	0.938317757009346	NA	high	NA
FBgn0039444	0.816666666666667	0.954166666666667	low	high
FBgn0039448	0.933333333333333	0.96875	high	high
FBgn0039449	0.985382966283376	0.914780457637601	high	high
FBgn0039450	0.738519637462236	0.590697381671702	low	low
FBgn0039451	0.701588810429114	0.679257465698144	low	low
FBgn0039452	0.999245916298283	0.999095852621089	high	high
FBgn0039453	0.962573789846517	0.996502186133666	high	high
FBgn0039454	0.934065934065934	0.968888888888889	high	high
FBgn0039459	0.520748299319728	0.704166666666667	low	low
FBgn0039461	0.693017545249317	0.581633005351286	low	low
FBgn0039462	0.833233082706767	0.865109489051095	low	high
FBgn0039463	0.989298480786416	0.821969696969697	high	high
FBgn0039464	0.679497205418957	0.833685409547478	low	high
FBgn0039465	0.776101233381387	0.72682279092226	low	low
FBgn0039466	0.533695103483089	0.315009746588694	low	low
FBgn0039467	0.870298119247699	0.938359111760646	high	high
FBgn0039469	0.857142857142857	0.90625	high	high
FBgn0039470	0.994779885157474	0.996338114128776	high	high
FBgn0039471	0.994440026677611	0.992848959903527	high	high
FBgn0039472	0.99351926426792	0.994923894950507	high	high
FBgn0039473	0.930769230769231	0.930923694779116	high	high
FBgn0039474	0.997545851571145	0.999113070403317	high	high
FBgn0039475	0.997483011617861	0.99952301799523	high	high
FBgn0039476	0.992629122918655	0.997477477477478	high	high
FBgn0039478	0.92002002002002	0.98764605647517	high	high
FBgn0039479	0.923541247484909	0.873575757575758	high	high
FBgn0039480	0.792156862745098	0.914583333333333	low	high
